coefficient,pvalue,var_explained,covar,disease_field
-7.5679535698549,0.0021728045341898,-1,PC24,p131126
9.521204733789189,0.0469561986601929,-1,PC25,p131126
11.104857547770033,0.00021261948270716305,-1,PC26,p131126
2740.083609326969,0.3337717173556927,-1,PC1,p131164
6.709793657529505,3.535031215514969e-31,-1,PC2,p131164
6.440249457599204,2.1903608918166724e-39,-1,PC3,p131164
5.21228840234892,2.1266278460052407e-15,-1,PC4,p131164
3.2455003207660984,1.1626670931577195e-06,-1,PC5,p131164
7.567645704395699,1.1178882162746802e-29,-1,PC6,p131164
5.787419972320971,6.504607212870546e-08,-1,PC7,p131164
3.246945000101332,0.0003647621994189619,-1,PC8,p131164
3.438244498704945,4.567411676085368e-05,-1,PC9,p131164
5.584599187377862,7.052757757300902e-08,-1,PC10,p131164
3.1457720680092365,2.660706168563853e-05,-1,PC11,p131164
-6.578897350540423,6.403441801585744e-11,-1,PC12,p131164
4.749989116824059,2.7043616730451284e-08,-1,PC13,p131164
7.443597330347986,3.035949963058497e-14,-1,PC14,p131164
2.4673457364206963,0.0074403781656058,-1,PC15,p131164
